domain,label,Source_File,Type,Layer,Text,true,pred
Moscow,l1,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,175.74,Служебные элементы,Инженерные сети
Moscow,l1,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,177.75,Служебные элементы,Инженерные сети
Moscow,l1,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Теплосеть,176.16,Служебные элементы,Инженерные сети
Moscow,l1,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,175.81,Служебные элементы,Инженерные сети
Moscow,l1,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерные сети,Неизвестно
Moscow,l1,output(1-3)_МКА-19_ЗАО_00044up.dxf,TEXT,Водосток,155.21,Служебные элементы,Инженерные сети
Moscow,l1,output(1-4)_3_ДКР-19_1_00528up.dxf,TEXT,Канализация самотёчная,К,Здания и сооружения,Инженерные сети
Moscow,l1,output(1-4)_3_ДКР-19_1_00528up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,УЛИЦА     ЦЮРУПЫ,Элементы благоустройства,Твердые покрытия
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,БОЛОТНИКОВСКАЯ,Элементы благоустройства,Водные объекты
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,БОЛОТНИКОВСКАЯ,Элементы благоустройства,Водные объекты
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,БОЛОТНИКОВСКАЯ,Элементы благоустройства,Водные объекты
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,БОЛОТНИКОВСКАЯ,Элементы благоустройства,Водные объекты
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Номер дома,28Г,Здания и сооружения,Горизонтали
Moscow,l1,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,БОЛОТНИКОВСКАЯ       УЛИЦА,Элементы благоустройства,Водные объекты
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Водосток,172.78,Служебные элементы,Инженерные сети
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,общий коллектор d=3130,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Канализация самотёчная,К,Здания и сооружения,Инженерные сети
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,общий коллектор,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор, 3130x3130,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Водосток,181.17,Служебные элементы,Инженерные сети
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор 2500х3000,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий кол-тор,Инженерные сети,Неизвестно
Moscow,l1,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Служебные элементы,Неизвестно
Moscow,l1,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Служебные элементы,Неизвестно
Moscow,l1,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Береговая линия,120.30,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Горизонтали,125,Горизонтали,Служебные элементы
Moscow,l1,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Береговая линия,120.15,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Номер дома,7 А,Здания и сооружения,Горизонтали
Moscow,l1,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Номер дома,7Б,Здания и сооружения,Горизонтали
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Колодцы,—,Инженерные сети,Служебные элементы
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Геодезические пункты,153.96,Служебные элементы,Горизонтали
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия, 147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80 ,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Служебные элементы,Неизвестно
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Номер дома,3A,Здания и сооружения,Горизонтали
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Номер дома,1А,Здания и сооружения,Горизонтали
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Граница площадки,161.92,Служебные элементы,Элементы благоустройства
Moscow,l1,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Граница улицы,А СТР.,Элементы благоустройства,Твердые покрытия
Moscow,l1,output(1-9)_edge002(1).dxf,TEXT,0,Партизанская улица,Неизвестно,Элементы благоустройства
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,Д,Здания и сооружения,Неизвестно
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,Д,Здания и сооружения,Неизвестно
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,К,Здания и сооружения,Неизвестно
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,К,Здания и сооружения,Неизвестно
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(2)_edge002(3).dxf,TEXT,0,.,Неизвестно,Горизонтали
Moscow,l1,output(3-4)_3_ДЖКХпр-24_00854tp.dxf,TEXT,Части зданий,А РАЗР.,Здания и сооружения,Твердые покрытия
Moscow,l1,output(3-4)_3_ДЖКХпр-24_00854tp.dxf,TEXT,Номер дома,14 С.3,Здания и сооружения,Горизонтали
Moscow,l1,output(5)_3_ДЖКХпр-24_00858pp.dxf,TEXT,Водосток проектный,160.98,Служебные элементы,Инженерные сети
Moscow,l1,output(5)_3_ДЖКХпр-24_00858pp.dxf,TEXT,Водосток проектный,161.33,Служебные элементы,Инженерные сети
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Здания, Ж,Здания и сооружения,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,БН,Инженерные сети,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,157.56,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Здания, Ж,Здания и сооружения,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Здания, Ж,Здания и сооружения,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Здания, Ж,Здания и сооружения,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Топографические объекты,909,Горизонтали,Инженерные сети
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Топографические объекты,911,Горизонтали,Инженерные сети
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.18,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.53,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.79,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.12,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.31,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.18,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.87,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.40,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.87,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница площадки,147.64,Служебные элементы,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница площадки,149.35,Служебные элементы,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница площадки,148.78,Служебные элементы,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница площадки,148.87,Служебные элементы,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница площадки,147.58,Служебные элементы,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Грунты,XII-2024Г.,Озеленение,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Грунты,XII-2024Г.,Озеленение,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Грунты,VIII-2024Г.,Озеленение,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Топографические объекты,A-20-13-13,Инженерные сети,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Мосты,ДЕР,Водопроницаемые покрытия,Здания и сооружения
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.26,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.1,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,141.29,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.26,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,142.65,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.1,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,141.76,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,141.89,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.1,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,X=19650,Инженерные сети,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,Y=11500,Инженерные сети,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.26,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.71,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.33,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.68,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.33,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Озеленение,Элементы благоустройства
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,142.98,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.33,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Граница растительности и грунта,ЗАБОЛОЧЕНО,Озеленение,Водные объекты
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.26,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.1,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,143.38,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.39,Служебные элементы,Неизвестно
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны,   0.40,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны,   0.40,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны,   0.40,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Горизонтали,Служебные элементы
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны,   0.40,Служебные элементы,Горизонтали
Moscow,l1,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.16,Служебные элементы,Горизонтали
